id_dieta,nome_dieta,descricao,objetivo,restricoes,alimentos_permitidos,alimentos_proibidos,calorias_diarias,macro_proteinas_g,macro_carboidratos_g,macro_gorduras_g,descricao_macro,duracao_dias,nivel_dificuldade
4763,Facere Corporis,Tenetur fuga aspernatur iure autem soluta.,Rem modi enim quam rem.,Baixo consumo de carboidratos,Magnam sint consequatur debitis repudiandae.,Ipsam ut debitis aliquid vel rem voluptatem minus quod neque.,2120,76,91,63,"Equilíbrio entre macros, rica em fibras",90,Fácil
4764,Quam Neque,Facere impedit fugit iure ducimus molestias soluta modi.,Expedita asperiores officiis enim sunt.,Sem carnes,Nihil excepturi perspiciatis corporis maiores.,Praesentium at labore officiis necessitatibus asperiores aperiam voluptatibus esse odio.,2587,59,238,169,"Alta ingestão de carboidratos e fibras, moderada proteína",90,Difícil
4765,Dolores Necessitatibus,Tempora sint accusamus quisquam fugiat fugit sed quae reiciendis.,Repellat pariatur perspiciatis.,Sem alimentos industrializados,Atque dolor officia velit.,Dolorem est similique ex optio provident.,2490,170,256,146,"Alta ingestão de carboidratos e fibras, moderada proteína",60,Moderado
4766,Unde Vel,Dolores mollitia hic nobis eos quidem voluptatum aliquam.,Sint amet ipsam recusandae qui.,Sem laticínios,Accusamus quam itaque amet impedit optio officiis.,Numquam velit distinctio eaque quos nostrum ratione repellendus atque officia.,1946,104,224,115,"Equilíbrio entre macros, rica em fibras",120,Moderado
4767,Nisi Cupiditate,Ratione asperiores ullam magni provident tempora tempora ratione libero possimus.,Ad ratione ipsa ipsum harum a.,Sem grãos e açúcares,Ducimus iure ea explicabo.,Vel perferendis eum adipisci magni libero incidunt laudantium soluta amet assumenda.,2346,143,358,176,Rica em proteínas e vegetais,60,Fácil
4768,Sequi Harum,Quia omnis aperiam ullam laboriosam atque ut fugiat amet iusto est.,Impedit eos delectus nisi voluptas qui.,Sem alimentos industrializados,Et aspernatur ipsam corrupti dignissimos fugit suscipit quam aspernatur voluptas.,Dolorem ipsa nam odit delectus blanditiis sequi rem doloremque.,2441,65,339,43,"Equilíbrio entre macros, sem alimentos processados",120,Difícil
4769,Magnam Aut,Et veniam excepturi temporibus aperiam ea quisquam occaecati.,Assumenda non ipsum unde totam repellendus.,Sem alimentos processados,Eos voluptatibus sunt error molestiae suscipit quas mollitia ea.,Repellat earum laudantium quod aliquam.,1655,107,56,77,Foco em carboidratos complexos,45,Difícil
4770,Porro Reiciendis,Iusto aliquam doloremque tempore harum laboriosam.,Facere adipisci facilis quis.,Sem glúten,Libero assumenda ut minima voluptatibus.,Ipsam magni harum ipsa sequi nesciunt dolorem at corrupti.,2049,154,366,140,Rica em proteínas e vegetais,60,Difícil
4771,Officiis Deleniti,Eum quibusdam recusandae qui maiores maxime inventore delectus.,Eos vitae officia explicabo id mollitia.,Sem alimentos industrializados,Veritatis deserunt quod sit veniam placeat asperiores illo accusantium.,Quidem necessitatibus ducimus dolores dicta.,2818,144,261,93,Foco em carboidratos complexos,60,Difícil
4772,Suscipit Provident,Adipisci mollitia quasi voluptates ut itaque deleniti ut eveniet.,Dolorem cupiditate repellat.,Sem alimentos processados,Ex ipsam perspiciatis totam autem.,Placeat libero eaque tenetur.,2072,106,74,146,"Equilíbrio entre macros, rica em fibras",120,Moderado
4773,Accusamus Consectetur,Nostrum minus a dicta maiores magnam dolorum minus vel ad odit dolore.,Distinctio repellendus libero animi.,Sem grãos e açúcares,Rem enim deleniti nisi nesciunt nisi facere esse.,Cum maiores veritatis deleniti iure ipsa cum.,2647,141,316,85,"Alta ingestão de carboidratos e fibras, moderada proteína",90,Moderado
4774,Similique Eum,Vel quibusdam quibusdam unde corporis ullam quas.,Error soluta delectus quia ex fuga.,Sem laticínios,Expedita reprehenderit et sapiente voluptatem veritatis et laudantium voluptate excepturi.,Quisquam odio voluptatem maxime modi iste ducimus deserunt.,2642,145,166,58,Rica em proteínas e vegetais,120,Moderado
4775,Aliquam Culpa,Totam maxime mollitia qui rem mollitia ex ex.,Reprehenderit quisquam quia veritatis incidunt.,Sem carnes,Eos esse laborum esse perferendis neque dicta.,Distinctio perspiciatis corporis libero eos dicta id.,2903,152,148,43,"Equilíbrio entre macros, rica em fibras",30,Difícil
4776,Velit Ipsam,Facilis dicta quas reiciendis doloribus inventore possimus cum ipsam perferendis vero.,Impedit praesentium ipsam itaque.,Sem laticínios,Sit cum minus rem veritatis eveniet tempora maxime eaque ipsa nulla.,Culpa quos delectus cumque quo voluptate nisi delectus modi.,2605,121,253,42,"Equilíbrio entre macros, rica em fibras",30,Fácil
4777,Architecto Assumenda,Possimus cumque hic perferendis recusandae soluta nostrum qui earum amet.,Quibusdam eos vero.,Baixo consumo de carboidratos,Ducimus itaque tempora vitae amet perspiciatis.,Nam consectetur modi voluptas aut voluptates odio debitis.,1879,138,69,43,Foco em carboidratos complexos,180,Moderado
4778,Iure Deserunt,Nostrum est perferendis tempora nesciunt modi aspernatur tenetur illo non veniam perferendis.,Assumenda magnam ad ducimus.,Sem glúten,Sint tempore officiis distinctio libero nostrum.,Quos numquam officiis nesciunt temporibus dolorum et.,2658,105,34,165,Rica em proteínas e vegetais,30,Difícil
4779,Minus Ea,Aspernatur dicta soluta soluta excepturi est necessitatibus sint dolorem natus dolores.,Error possimus consequatur ex aliquam aspernatur.,Sem alimentos industrializados,Doloribus soluta aspernatur maxime consequuntur vero.,Ut sunt assumenda consectetur voluptates adipisci enim eum fuga corporis.,2698,135,257,159,Foco em carboidratos complexos,60,Fácil
4780,Ipsum Iure,Voluptatem suscipit eius est cupiditate numquam ea nihil perferendis unde.,Soluta accusamus labore.,Sem glúten,Suscipit placeat ipsum culpa qui necessitatibus at voluptatibus quod.,Expedita beatae enim nisi ex.,1664,144,45,155,"Alta gordura, baixa carb, moderada proteína",90,Difícil
4781,Velit Molestias,Nostrum enim vero assumenda a non illo exercitationem eum qui.,Ipsum illum optio.,Sem carnes,Consequatur corporis inventore reprehenderit temporibus.,Ex ratione aliquid vitae corporis.,1897,81,308,69,Rica em proteínas e vegetais,180,Moderado
4782,Hic Voluptas,Nobis reprehenderit necessitatibus numquam commodi dignissimos recusandae temporibus at qui.,Alias cum eum natus.,Sem grãos e açúcares,Tempora vitae aliquid quo quis.,Error neque harum facilis deleniti.,2341,54,256,175,"Alta gordura, baixa carb, moderada proteína",120,Difícil
4783,Aliquam Voluptates,Provident eos reiciendis vitae sapiente provident.,Minus iusto illo doloribus repudiandae.,Sem grãos e açúcares,Nemo repellat quisquam quam error.,In ducimus illum expedita reprehenderit cum.,2912,135,66,75,"Baixo carboidrato, alta proteína e gordura",60,Difícil
4784,Quis Provident,Facilis velit magnam cupiditate explicabo eos accusamus velit.,Itaque dolorum rem aspernatur.,Baixo consumo de carboidratos,Laborum voluptate nihil asperiores nihil in.,Voluptas unde laudantium deleniti totam iure asperiores soluta.,1848,61,36,180,"Baixo carboidrato, alta proteína e gordura",120,Moderado
4785,Unde Minima,Impedit fugiat excepturi modi suscipit doloremque autem.,Quia rem molestiae dolores occaecati fugiat.,Sem alimentos industrializados,Optio alias vel hic dignissimos minus voluptatem delectus quos.,Exercitationem consequuntur accusantium impedit rem excepturi odio quia.,2790,153,363,49,Rica em proteínas e vegetais,60,Difícil
4786,Vero Quibusdam,Nulla fugiat blanditiis deleniti veniam delectus illo.,Fugiat exercitationem dolore.,Baixo consumo de carboidratos,Ducimus dolore dignissimos assumenda vero excepturi.,Tempora earum magnam quis aspernatur aliquam totam quis officia nam.,1862,192,129,61,"Baixo carboidrato, alta proteína e gordura",45,Moderado
4787,Molestiae Nesciunt,Iste mollitia ea maiores doloribus ex vero et voluptas itaque voluptatum reiciendis.,Laboriosam praesentium nihil adipisci.,Sem grãos e açúcares,Maxime adipisci illum repellat iste sunt deleniti quos.,Commodi ad praesentium beatae quae omnis dicta tempora sapiente nesciunt.,1584,140,41,179,"Equilíbrio entre macros, rica em fibras",45,Difícil
4788,Ea Hic,Quis nulla doloribus a vel hic animi.,Et culpa cumque.,Sem glúten,Eos hic atque tempore sint.,Hic nisi laboriosam quam.,2526,156,170,56,"Equilíbrio entre macros, sem alimentos processados",120,Moderado
4789,Commodi Neque,Provident ipsam nulla illo non ex error occaecati.,Rerum repellendus nostrum itaque.,Sem alimentos processados,Molestiae exercitationem ipsam incidunt beatae harum rem.,Commodi optio aliquid quisquam eligendi ipsa repellat iste voluptatibus accusamus.,2650,85,46,113,"Equilíbrio entre macros, rica em fibras",120,Fácil
4790,Aut Ducimus,Veniam molestias laboriosam reprehenderit accusantium inventore molestias.,Illum sunt nihil.,Sem grãos e açúcares,Dolor occaecati iusto nobis eaque.,Mollitia voluptates velit commodi qui.,2961,111,353,145,Rica em proteínas e vegetais,30,Moderado
4791,Nisi Quisquam,Tenetur alias cum quasi suscipit pariatur modi enim.,Nihil atque recusandae dignissimos.,Sem laticínios,Est hic ipsa nisi asperiores non quod ipsam illum.,Eaque molestiae velit pariatur quod laudantium.,2550,78,185,40,"Baixo carboidrato, alta proteína e gordura",90,Fácil
4792,Voluptas Non,Porro odio corporis illum necessitatibus velit eveniet fuga rem nobis excepturi beatae aut.,Maxime sunt asperiores.,Baixo consumo de carboidratos,In perferendis placeat et laudantium laborum quo.,Itaque architecto ducimus hic facere maiores.,2435,65,278,158,"Alta gordura, baixa carb, moderada proteína",180,Fácil
4793,Laboriosam Velit,Ipsum dolor nam id necessitatibus vitae quas natus.,Quo unde voluptas illo qui.,Sem grãos e açúcares,Quasi fuga tenetur incidunt unde earum natus quia.,Modi minus eaque quia facere corporis corporis.,2866,150,275,173,"Alta gordura, baixa carb, moderada proteína",60,Difícil
4794,Temporibus Repellendus,Atque quidem minima suscipit magnam ipsam voluptates consequuntur quasi.,Aut alias magni cupiditate.,Sem glúten,Repudiandae quam neque commodi consequuntur cumque in iure in.,Tempore voluptates dolorem tempora dolorum cum nostrum.,2865,141,285,138,"Equilíbrio entre macros, rica em fibras",30,Difícil
4795,Ipsa Ex,Cum delectus consequatur aperiam sequi exercitationem molestiae deserunt.,Sit tempore eaque iusto.,Sem alimentos industrializados,Minima et aperiam aspernatur iste.,Quos excepturi ab quos officiis veritatis at iusto.,1600,86,224,130,"Equilíbrio entre macros, sem alimentos processados",30,Fácil
4796,Fugiat Fugiat,Ipsum aliquam nemo dignissimos quos repudiandae ducimus ab eaque.,Optio facere eveniet tempore harum aspernatur.,Sem laticínios,Omnis sapiente quasi ex perferendis officia totam.,Molestias fugiat minima unde ad sunt.,2815,98,273,177,"Baixo carboidrato, alta proteína e gordura",60,Moderado
4797,Enim Deleniti,Sapiente omnis perspiciatis odit accusantium facere officiis quisquam occaecati iste cum eaque officiis.,Iure facilis perspiciatis ducimus molestiae consequuntur.,Baixo consumo de carboidratos,Voluptas quaerat quibusdam vero laudantium.,Cupiditate nulla itaque repellendus dicta sapiente maiores minus accusantium ullam dicta.,2937,120,20,42,"Equilíbrio entre macros, rica em fibras",30,Fácil
4798,Incidunt Quis,Cum quaerat a esse deleniti culpa soluta debitis similique quos facere vitae.,Similique odio dicta distinctio officiis.,Sem carnes,Perferendis distinctio fugit non cumque asperiores eius quo.,Earum nulla aspernatur hic est nemo fugit rem.,2869,190,376,115,Rica em proteínas e vegetais,120,Moderado
4799,In Rerum,Fugiat sint minus soluta atque praesentium maiores suscipit pariatur quis.,Unde mollitia nemo reprehenderit.,Sem alimentos processados,Corrupti ut iusto blanditiis sequi animi occaecati officia accusantium adipisci.,Doloribus laboriosam ratione consectetur recusandae enim molestiae debitis numquam laborum.,2522,107,179,82,"Baixo carboidrato, alta proteína e gordura",120,Difícil
4800,Blanditiis Doloribus,Esse magni explicabo nemo sunt quae sequi.,Accusantium assumenda doloremque asperiores eum.,Sem carnes,Recusandae vel officia occaecati aliquid amet unde eum nisi.,Saepe fugiat impedit tenetur amet explicabo velit ullam natus.,2800,92,67,59,"Equilíbrio entre macros, sem alimentos processados",60,Fácil
4801,Nostrum Magnam,Recusandae molestiae ipsum cum mollitia ex.,Suscipit qui vitae.,Sem alimentos processados,Necessitatibus asperiores quos quasi eius veniam nisi.,Dolorum repellat vitae ducimus dolorum facilis officiis hic expedita laudantium.,1701,102,86,167,Foco em carboidratos complexos,30,Difícil
4802,Sed Officia,Accusamus doloremque occaecati consectetur sed atque et.,Repellat exercitationem facilis quam totam ipsum.,Sem grãos e açúcares,Quisquam qui et facilis ullam quibusdam officia amet sequi.,Voluptatem velit molestiae totam aliquam.,2005,55,28,98,Foco em carboidratos complexos,120,Fácil
4803,Minus Minima,Incidunt modi alias temporibus blanditiis et delectus dolorum hic aliquam quibusdam deserunt doloremque.,Cupiditate ex alias ad at deserunt.,Sem laticínios,Iste veritatis harum temporibus sint cumque quia et aut.,Error quisquam deleniti quam sapiente quasi aut iste sint reprehenderit.,2002,126,311,78,"Alta gordura, baixa carb, moderada proteína",120,Moderado
4804,Repudiandae Nihil,Distinctio cumque itaque qui iure voluptates sunt consequuntur tempora adipisci a placeat.,Enim assumenda totam.,Sem grãos e açúcares,Labore laboriosam dolores rerum cum ipsam dicta dolores.,Illum adipisci ad commodi voluptates illum placeat quas veritatis.,2068,76,223,46,"Alta gordura, baixa carb, moderada proteína",120,Moderado
4805,Quos At,Dignissimos perspiciatis quia vero perspiciatis commodi dignissimos quidem officia ab nostrum aspernatur.,Quisquam ipsam voluptatum voluptatem adipisci.,Sem grãos e açúcares,Fugiat vitae et omnis iusto.,Amet temporibus ab animi inventore quisquam unde vel sunt laboriosam.,2006,74,322,66,"Alta ingestão de carboidratos e fibras, moderada proteína",180,Difícil
4806,Vero Eveniet,Facere consectetur quia quas eveniet sed et delectus itaque voluptatibus optio cumque amet.,Sint facere eos at nihil.,Sem grãos e açúcares,Fuga fugiat autem occaecati perspiciatis at recusandae cupiditate.,Tempora maiores neque saepe velit rerum.,1587,138,373,131,"Alta ingestão de carboidratos e fibras, moderada proteína",120,Fácil
4807,Delectus Deserunt,Veritatis porro fugit tenetur corrupti corporis sed laudantium illo tempore ad adipisci qui.,Qui voluptas facere aliquam.,Sem glúten,Tempora voluptas temporibus tenetur nostrum modi facilis vero velit vitae.,Veniam beatae quibusdam blanditiis illum officia esse.,2268,151,297,59,"Alta gordura, baixa carb, moderada proteína",45,Difícil
4808,Eaque Officiis,Voluptatum eaque possimus magni similique aut dignissimos quibusdam aut adipisci.,Totam facilis commodi nemo ipsa.,Sem grãos e açúcares,Rem nam aspernatur possimus porro ea commodi.,Sed dolores nostrum exercitationem autem voluptates et impedit vero ullam saepe.,2764,158,148,87,Foco em carboidratos complexos,30,Fácil
4809,Sit Ex,Nisi cumque maiores in laborum aspernatur provident dignissimos ab.,Libero perferendis tenetur nam.,Sem alimentos processados,Excepturi occaecati voluptas iure nobis debitis quaerat tempore odit id.,Omnis deserunt odio voluptatibus excepturi suscipit odit consectetur.,2681,182,262,47,"Equilíbrio entre macros, sem alimentos processados",60,Fácil
4810,Odio Veritatis,Nulla quo hic eum ipsum fuga corrupti similique eaque sequi voluptas maiores id.,Perferendis ipsum debitis harum adipisci illo.,Sem alimentos processados,Eum sint facere corrupti.,Maiores provident laboriosam ex aliquam aliquam aspernatur.,2532,190,97,180,"Alta ingestão de carboidratos e fibras, moderada proteína",180,Moderado
4811,Quod In,Sapiente deserunt temporibus reprehenderit magnam itaque nemo molestiae voluptas accusamus quod iusto.,Sequi nisi a laboriosam repellat.,Baixo consumo de carboidratos,Voluptate amet cupiditate velit occaecati explicabo.,Perferendis assumenda pariatur ex fugit cum et.,1698,96,220,55,Foco em carboidratos complexos,90,Difícil
4812,Repudiandae Nulla,Quidem illum a enim minus molestias quaerat.,Eligendi accusantium ex temporibus.,Sem carnes,Quos ratione minus blanditiis excepturi temporibus omnis voluptatem quod.,Eaque beatae aspernatur ullam officiis expedita sed perferendis ad hic.,2602,117,222,73,"Alta ingestão de carboidratos e fibras, moderada proteína",120,Fácil
4813,Aspernatur Ex,Exercitationem sunt sapiente dolores blanditiis nemo dignissimos officiis qui esse.,Voluptatem reprehenderit laboriosam.,Sem alimentos processados,Alias a aut numquam odit.,Minus neque libero pariatur sunt.,2744,54,105,149,"Equilíbrio entre macros, sem alimentos processados",45,Moderado
4814,Animi Illum,Quibusdam enim praesentium necessitatibus corrupti animi voluptatem dolorum rerum.,Dolorem saepe recusandae.,Baixo consumo de carboidratos,Aut ut dolor iusto nam at sint quam consequuntur.,Optio eaque natus quasi recusandae fugiat laboriosam.,1760,106,178,105,Rica em proteínas e vegetais,30,Fácil
4815,Quia Ea,Natus quaerat ea deserunt assumenda qui quos doloremque natus amet.,Repudiandae autem suscipit dignissimos veritatis similique.,Sem grãos e açúcares,Nobis nulla necessitatibus sapiente architecto repellat.,Veritatis voluptate sequi ut quisquam sapiente ad.,1873,71,107,151,"Equilíbrio entre macros, sem alimentos processados",180,Fácil
4816,Similique Incidunt,Libero molestias vel odio ipsa sed at totam.,Ex itaque dolorum ad adipisci.,Baixo consumo de carboidratos,Quis tenetur molestiae excepturi quasi nemo repellat praesentium soluta nam.,Deleniti ratione beatae rerum nam temporibus nemo repellat laboriosam facere libero.,2911,193,120,177,"Alta ingestão de carboidratos e fibras, moderada proteína",180,Moderado
4817,Culpa Placeat,Excepturi nulla nobis laudantium dolore molestias placeat ex aliquam inventore repellat consequatur.,Repudiandae sequi dolore qui quos.,Sem alimentos processados,Ratione quod ab unde debitis explicabo sapiente quia.,Cumque soluta aliquam inventore consectetur ad.,2458,84,174,138,"Alta gordura, baixa carb, moderada proteína",45,Difícil
4818,Optio Reiciendis,Quasi rerum officiis ad dolorem fuga.,Nulla enim harum officia nulla minus.,Sem grãos e açúcares,Eum totam rem impedit.,Voluptates sunt eos consequuntur repellat incidunt enim.,2132,108,46,138,"Alta gordura, baixa carb, moderada proteína",90,Moderado
4819,Fugit Exercitationem,Ducimus amet architecto distinctio perferendis nulla magni inventore.,Aliquam quidem vero eligendi dignissimos.,Baixo consumo de carboidratos,Earum delectus non alias nihil.,In enim sapiente enim corrupti libero nostrum.,2404,193,51,172,"Alta ingestão de carboidratos e fibras, moderada proteína",90,Difícil
4820,Error Omnis,Illum laudantium veritatis maxime numquam beatae illo dicta illum.,Occaecati odit incidunt.,Sem laticínios,Deserunt magnam asperiores provident consequatur sed praesentium similique vel.,Optio dolore voluptatem vel eum adipisci suscipit rerum.,2604,171,252,71,Rica em proteínas e vegetais,30,Difícil
4821,Voluptatem Deleniti,Explicabo tempore iste ad nisi iste.,Veniam eius sint.,Sem alimentos industrializados,Molestiae repellendus quae adipisci reprehenderit voluptate repudiandae fugit a quam.,Quod cupiditate amet reiciendis nam illo ad molestiae nesciunt.,1960,186,360,72,Rica em proteínas e vegetais,60,Difícil
4822,Blanditiis Cumque,Praesentium unde quisquam reiciendis error odio odit quasi sunt error sint voluptatum accusamus.,Ipsum debitis quia.,Sem grãos e açúcares,Voluptates ea cumque dolores quam.,Commodi maiores vel nemo impedit quasi.,1554,55,177,78,"Alta ingestão de carboidratos e fibras, moderada proteína",180,Difícil
4823,Veniam Quibusdam,Pariatur natus doloremque dolorem tenetur impedit commodi aspernatur in velit.,Aut dolorem iste.,Sem glúten,Tempore laboriosam cupiditate deleniti error reiciendis numquam.,Possimus quo eum consequuntur qui rerum ea reprehenderit.,2911,176,228,156,"Baixo carboidrato, alta proteína e gordura",60,Moderado
4824,Quibusdam Sequi,Quidem deserunt omnis laborum debitis consequuntur deserunt fugit blanditiis id.,Nihil ducimus minus.,Sem alimentos industrializados,Possimus earum explicabo tenetur aut adipisci repellat iure ex.,Fugiat pariatur quas corrupti quae inventore qui.,1845,98,183,163,"Baixo carboidrato, alta proteína e gordura",90,Difícil
4825,Nesciunt Possimus,Facere eius illum accusamus impedit doloribus.,Expedita officia est reiciendis repudiandae.,Sem glúten,Quam beatae corporis maxime iure provident.,Odit doloremque odio illo exercitationem nulla corporis.,1770,112,303,44,"Equilíbrio entre macros, rica em fibras",90,Fácil
4826,Explicabo Nobis,Esse doloribus modi dignissimos quod voluptate officia molestiae illo accusantium.,Nemo quisquam inventore accusantium.,Baixo consumo de carboidratos,Cumque reiciendis dolorem iusto in iusto.,Quae sunt minus cumque fugit illum amet.,2661,118,177,114,Rica em proteínas e vegetais,30,Fácil
4827,Ex Error,Numquam maxime doloribus nemo autem maiores eum reprehenderit repellendus excepturi.,Deserunt temporibus accusamus sunt occaecati.,Sem alimentos industrializados,Natus porro nemo pariatur velit.,Aliquid pariatur esse inventore et accusamus.,1512,114,226,99,"Equilíbrio entre macros, rica em fibras",45,Moderado
4828,Aliquid Numquam,Placeat nihil sint occaecati cum consectetur odio doloremque possimus officiis quisquam eligendi.,Totam odit dolores accusamus sunt explicabo.,Baixo consumo de carboidratos,Aut nesciunt autem deleniti consequuntur tenetur.,Ducimus quia nesciunt voluptatum perspiciatis totam ipsum autem veritatis.,2672,65,372,158,Rica em proteínas e vegetais,120,Difícil
4829,Quod Fugit,Dolor labore consequatur odio accusantium expedita dignissimos assumenda necessitatibus quo distinctio quam cumque.,Quae voluptatibus animi eaque perspiciatis cum.,Sem alimentos industrializados,Esse nisi et repellendus soluta beatae pariatur temporibus omnis.,Quas quisquam repellendus necessitatibus officia repellendus voluptatibus unde.,1816,134,318,59,"Baixo carboidrato, alta proteína e gordura",45,Difícil
4830,Iure Ab,Eos iste eius voluptas aliquam rerum corrupti repellat repellendus aliquid.,Ab omnis consequuntur eum.,Sem alimentos industrializados,Quam repellat repellat quos in labore alias ducimus perferendis magnam.,Fuga maiores quas accusamus voluptatibus ea.,1600,198,309,131,Foco em carboidratos complexos,30,Fácil
4831,Fugit Voluptatibus,Aliquid officia ex minus velit sunt incidunt provident.,Tenetur nobis necessitatibus.,Sem laticínios,Aut fugit possimus amet doloribus maxime consequatur debitis.,Quae consectetur dolore illum vel molestiae eaque.,2044,76,27,140,"Equilíbrio entre macros, sem alimentos processados",30,Moderado
4832,Eius Eveniet,Maxime necessitatibus voluptatem quam suscipit cupiditate.,Aperiam reprehenderit optio.,Sem glúten,Dolores voluptas ex commodi nemo nemo quos reiciendis.,Aliquid laudantium amet architecto nulla.,2332,61,208,40,Rica em proteínas e vegetais,45,Difícil
4833,Cum Facilis,Odit eos dolorem nulla adipisci velit.,Libero quo non beatae maiores iure.,Sem grãos e açúcares,Repellendus sapiente nisi atque nesciunt dolorem velit vel neque.,Aut consequatur asperiores quo voluptatibus asperiores voluptas.,2693,183,174,175,"Baixo carboidrato, alta proteína e gordura",60,Moderado
4834,Fuga Explicabo,Doloribus nulla quis impedit repellat optio velit.,Incidunt ex doloribus aliquid quaerat.,Sem laticínios,Consequatur quas eveniet quia omnis enim autem repellendus excepturi eum.,Omnis itaque ipsam occaecati eum nisi labore iusto.,2282,100,39,171,Foco em carboidratos complexos,60,Moderado
4835,Architecto Molestiae,Nihil odio ratione dolore odit quibusdam facilis in eos ducimus ratione sed perspiciatis.,Asperiores amet est quisquam commodi delectus.,Sem glúten,Repellat ipsum consequuntur distinctio modi officiis itaque sit.,Magnam ea aliquam commodi officia voluptatibus recusandae doloremque ducimus possimus.,2244,170,202,65,"Equilíbrio entre macros, rica em fibras",60,Fácil
4836,Quia Omnis,Quaerat quisquam officia aut unde expedita.,Unde voluptas recusandae harum ab dolorem.,Sem laticínios,Reprehenderit perspiciatis qui nulla est accusamus et vero beatae.,Voluptatum cum laborum tempora nemo natus id soluta minima.,1613,134,201,87,"Baixo carboidrato, alta proteína e gordura",120,Fácil
4837,Explicabo Temporibus,Saepe iusto numquam assumenda dolores ipsum repudiandae officiis quidem qui autem.,In impedit possimus atque earum repellendus.,Sem laticínios,Hic laboriosam nisi rerum expedita fuga.,Libero adipisci exercitationem doloremque alias.,2142,85,137,50,"Baixo carboidrato, alta proteína e gordura",60,Moderado
4838,Necessitatibus Maxime,Dicta corporis maxime accusantium nesciunt vel omnis harum voluptate.,Autem deleniti velit sequi eos temporibus quidem.,Sem alimentos processados,Aperiam deserunt veritatis maxime fugit doloremque autem.,Optio soluta rem molestias animi architecto eligendi nihil esse.,2579,58,82,170,Foco em carboidratos complexos,90,Moderado
4839,Quo Earum,Voluptatibus tempora architecto ut praesentium neque quam alias deleniti et veniam nostrum.,Error expedita magni.,Sem alimentos industrializados,Ipsum sint ut error libero ipsam.,Commodi delectus minima alias tempore vero.,2316,191,56,56,"Equilíbrio entre macros, sem alimentos processados",60,Fácil
4840,Commodi Itaque,Odio ducimus quidem perspiciatis libero omnis odit ea.,Qui molestias neque.,Sem alimentos processados,Doloremque mollitia libero fugit quia non.,Minus eaque illum totam velit.,1609,91,90,47,"Equilíbrio entre macros, sem alimentos processados",120,Difícil
4841,Tempore Cupiditate,Cupiditate voluptatem tempora omnis modi voluptates amet similique consequuntur necessitatibus harum labore.,Vero autem consequuntur autem excepturi asperiores.,Sem laticínios,Magni velit mollitia culpa totam excepturi amet laboriosam placeat eaque quisquam.,Corrupti suscipit neque ipsam rem.,2543,126,208,92,"Equilíbrio entre macros, sem alimentos processados",120,Moderado
4842,Possimus Aut,Veritatis aperiam enim accusamus saepe culpa eum.,Ipsam esse sed possimus ab.,Sem carnes,Repudiandae iusto assumenda molestias voluptate quo velit dolorem.,Error quisquam ducimus accusantium amet nesciunt.,2456,101,23,63,Foco em carboidratos complexos,30,Moderado
4843,Officiis Veniam,Dolores minima error quas ex ullam pariatur voluptas ipsa inventore doloremque eos illo.,Ratione exercitationem optio a.,Sem glúten,Delectus eligendi velit vitae illo quasi ex et id dolorum.,Aliquam eaque quis sunt alias atque accusamus non esse.,1564,66,342,168,"Alta gordura, baixa carb, moderada proteína",60,Fácil
4844,Minus Expedita,Dolorem hic aliquam inventore illum suscipit ex quibusdam.,Dicta aliquam suscipit aperiam magnam.,Baixo consumo de carboidratos,Tenetur eius exercitationem corporis rem distinctio doloribus minima adipisci et.,At iusto fuga tempora quidem.,1524,187,167,141,Rica em proteínas e vegetais,180,Moderado
4845,Voluptas Autem,Laudantium itaque aliquam aliquid unde iure explicabo perspiciatis consequatur.,Cum possimus porro neque eius aut.,Sem grãos e açúcares,Consequuntur iste laboriosam eligendi error hic distinctio quibusdam.,Eos eum qui et neque quos neque quod totam.,2069,134,348,62,"Baixo carboidrato, alta proteína e gordura",90,Fácil
4846,Nihil Rem,Cumque eligendi magni quaerat libero ex dolores expedita.,Labore autem dolor ipsam.,Baixo consumo de carboidratos,Sint similique fuga sit ea alias quibusdam eum.,Sunt quam aspernatur dolorum nisi soluta eius.,1812,90,70,140,"Alta gordura, baixa carb, moderada proteína",60,Difícil
4847,Ipsum Sapiente,Quibusdam perferendis eligendi odio error iure omnis natus officia libero.,Dignissimos beatae aperiam corrupti.,Sem alimentos processados,Aliquam esse provident ab ea itaque blanditiis corporis.,Iste quia doloribus blanditiis mollitia voluptatum iure voluptas.,2601,105,23,176,"Equilíbrio entre macros, rica em fibras",120,Moderado
4848,Tempora Fuga,Voluptatibus ratione eius amet atque placeat sequi aut deserunt.,Illum dolorum necessitatibus nisi.,Sem laticínios,Asperiores unde quis debitis quod esse quam.,Ex hic vitae nesciunt.,1834,161,128,137,Rica em proteínas e vegetais,120,Moderado
4849,Recusandae Sint,Iste nobis rem recusandae occaecati illo.,Voluptate illo quisquam aliquam.,Sem alimentos processados,Mollitia dolore eos et numquam quidem ipsum fuga amet.,Cumque delectus fugiat provident distinctio aliquam maiores vitae.,2710,145,26,99,Foco em carboidratos complexos,180,Fácil
4850,Ipsa Ex,Eum praesentium dolorum praesentium ipsam commodi exercitationem facilis perferendis.,Commodi cum assumenda fugit sed quis.,Sem grãos e açúcares,Aperiam repellendus voluptatum deserunt reiciendis possimus in temporibus recusandae laudantium.,Aspernatur laborum illo reiciendis non quas totam facere alias voluptates.,2576,96,196,112,"Alta gordura, baixa carb, moderada proteína",45,Difícil
