id,data_coleta,localizacao,tipo_ambiente,temperatura,umidade,ph_agua,nivel_poluição,tipo_poluento,descricao_vegetacao,fauna_observada,solos_caracteristica,descricao_impacto,responsavel_coleta,observacoes
4578,2025-06-01,"""-7.4093, -60.7976""",solo,19.7,58,,Alto,Esgoto,Exercitationem ducimus necessitatibus vel porro.,Temporibus reiciendis distinctio.,"""Argiloso, boa drenagem""",Consectetur dolor mollitia natus.,Erick Nogueira,Sit earum magnam eligendi modi eaque fugiat atque facere.
4579,2025-01-30,"""-14.082, -39.9055""",ar,18.8,58,,Baixo,,Cumque excepturi ipsa aspernatur laboriosam accusantium.,Minus blanditiis in perferendis.,"""Orgânico, rico em nutrientes""",Pariatur cupiditate quod odio.,Luiz Felipe Lopes,Maiores velit quaerat in minus.
4580,2025-05-22,"""-0.2148, -61.4302""",água,18.9,49,8.0,Moderado,Esgoto,Deserunt totam deserunt animi porro totam.,Asperiores delectus recusandae consequatur.,"""Argiloso, boa drenagem""",Dolore ratione officiis ipsam alias aliquid vel.,Olívia Pereira,Sequi odio ut fugiat.
4581,2025-04-24,"""-3.2099, -49.9584""",solo,15.5,45,,Crítico,Metais pesados,Modi laboriosam quae.,Pariatur at expedita dolorum id.,"""Orgânico, rico em nutrientes""",Repellendus atque repellat doloremque fuga maiores consectetur.,Henrique Machado,Possimus vel quae velit eos.
4582,2024-11-14,"""-17.4571, -39.4873""",água,21.1,84,6.5,Baixo,,Occaecati dolorem debitis ipsum ullam possimus.,Deleniti ex autem.,"""Arenoso, pouco fértil""",Corrupti delectus rem ullam.,Heitor Cavalcante,Rem earum fuga ex debitis.
4583,2025-02-12,"""-16.7469, -47.5743""",água,25.5,90,7.3,Baixo,,Repudiandae neque atque reprehenderit voluptates quo.,Saepe quaerat.,"""Rochoso, baixa permeabilidade""",Quisquam mollitia architecto facere voluptatem molestiae.,Srta. Elisa Sá,Facere quo quasi illo excepturi.
4584,2025-09-26,"""-25.0748, -71.1105""",ar,17.1,86,,Moderado,Esgoto,Explicabo voluptatum repudiandae eum.,Quaerat ipsum tempore.,"""Argiloso, boa drenagem""",Molestiae voluptates quam quia porro dolores.,Srta. Alexia Araújo,Dolor labore consequatur laudantium voluptas culpa cum.
4585,2024-12-27,"""-20.9625, -54.3524""",solo,25.0,40,,Baixo,,Voluptas molestiae voluptatum.,Maxime laudantium omnis ut.,"""Orgânico, rico em nutrientes""",Maiores rerum maxime facere recusandae.,Ana Vitória Brito,Consequatur nostrum aspernatur nisi nostrum quis.
4586,2025-03-05,"""-27.7359, -39.5174""",ar,20.5,48,,Crítico,Químicos industriais,Saepe id nam.,Voluptatem ut rerum dolorum laboriosam.,"""Rochoso, baixa permeabilidade""",Facilis expedita in eius eius.,Evelyn Rezende,Ratione quasi aliquam corporis in.
4587,2025-03-13,"""-29.0954, -45.6751""",água,27.8,74,6.2,Alto,Químicos industriais,Doloremque quod impedit soluta.,Numquam provident ipsa laboriosam tempora.,"""Rochoso, baixa permeabilidade""",Eius eligendi harum.,Fernando Câmara,Temporibus temporibus harum consequatur voluptatibus.
4588,2025-01-19,"""-13.1313, -58.3692""",água,20.1,40,7.1,Moderado,Metais pesados,Suscipit odit aliquid adipisci eius.,Asperiores molestiae.,"""Argiloso, boa drenagem""",Illum quasi quibusdam voluptates illum.,Kevin Barros,Delectus ad officiis nemo quae.
4589,2025-06-30,"""-8.8439, -41.6565""",água,32.9,88,6.9,Crítico,Químicos industriais,Aliquam laboriosam eligendi.,Magni vero soluta explicabo.,"""Argiloso, boa drenagem""",Nisi omnis minima eligendi recusandae.,Carolina Marques,Optio repellendus soluta aliquam repudiandae quas.
4590,2025-01-24,"""-12.0613, -45.525""",solo,17.4,62,,Crítico,Esgoto,Possimus at aut.,Asperiores eveniet tempora.,"""Arenoso, pouco fértil""",Corporis perferendis minus magnam.,Lara Moraes,Nam ratione suscipit explicabo id.
4591,2025-04-09,"""-23.6207, -51.718""",ar,30.3,85,,Alto,Químicos industriais,Illo esse excepturi.,Fugiat inventore.,"""Arenoso, pouco fértil""",Explicabo iure labore quisquam consequuntur.,Ravi Ribeiro,Cum sed quisquam veritatis.
4592,2025-10-02,"""-14.8587, -45.0033""",água,28.5,43,7.4,Baixo,,Nemo nulla placeat quis.,Nobis illo sapiente.,"""Orgânico, rico em nutrientes""",Sapiente cumque dolorem praesentium.,Maria Julia Pastor,Magnam minima accusantium fugit iusto assumenda ad ipsa ratione.
4593,2024-12-11,"""-8.6594, -60.9557""",água,34.3,78,7.7,Alto,Químicos industriais,Distinctio vero doloremque ad repellat architecto.,Soluta provident maxime.,"""Arenoso, pouco fértil""",Provident provident sunt odit.,Sr. Guilherme Porto,Dignissimos similique nisi molestias nulla.
4594,2024-10-21,"""-1.3358, -59.9623""",solo,17.2,76,,Moderado,Metais pesados,Laboriosam laborum eum delectus corrupti officiis.,Repudiandae ullam modi sequi assumenda.,"""Orgânico, rico em nutrientes""",Odio quam magnam nemo.,Srta. Ana Sophia Campos,Molestiae reprehenderit ex at laudantium magni fuga eum.
4595,2025-09-25,"""1.0692, -47.2531""",ar,26.6,60,,Crítico,Esgoto,Quos esse odit veniam.,Iusto aliquid deleniti dolorum exercitationem.,"""Rochoso, baixa permeabilidade""",Temporibus quia iste placeat.,Eduardo Albuquerque,Illo libero cumque debitis harum.
4596,2025-06-13,"""-14.8478, -50.2424""",água,31.3,79,8.2,Alto,Plástico,Facilis et minima suscipit.,Autem non tenetur.,"""Rochoso, baixa permeabilidade""",Fugiat odio inventore.,Ryan Sales,Vel occaecati nemo veniam velit ut iusto eum autem.
4597,2025-08-31,"""-12.0911, -62.7499""",solo,21.7,51,,Crítico,Radioatividade,Numquam repellat tempore reiciendis odio.,Eligendi alias officia porro.,"""Orgânico, rico em nutrientes""",Fuga assumenda vel iste odit distinctio adipisci dolores.,Guilherme Cunha,Ratione ullam laboriosam reiciendis nulla.
4598,2025-09-25,"""-5.9596, -62.1725""",ar,21.8,50,,Moderado,Metais pesados,Inventore dolores magni accusamus cumque et iure.,Molestias ea.,"""Arenoso, pouco fértil""",Rem optio sunt doloribus harum vel iusto.,Giovanna Vasconcelos,Odit neque a soluta sit ipsam repellendus.
4599,2025-03-21,"""-23.8535, -55.0678""",ar,25.4,86,,Alto,Metais pesados,Doloremque cum sed nesciunt ratione.,Molestiae inventore quod doloribus.,"""Orgânico, rico em nutrientes""",Similique voluptate quidem sed dolorum odio accusantium.,Clarice Pinto,Ipsa alias explicabo minima pariatur.
4600,2025-04-03,"""-8.0253, -52.5991""",ar,32.6,87,,Baixo,,Maiores perferendis laudantium voluptatem.,Labore ipsam quasi.,"""Rochoso, baixa permeabilidade""",Adipisci dicta minima qui ut consequuntur.,Esther Oliveira,Magnam perspiciatis doloribus dolor molestiae excepturi voluptatum.
4601,2025-06-27,"""-5.7058, -60.8798""",solo,26.3,42,,Alto,Metais pesados,Saepe tempore quidem.,Veritatis porro reiciendis est quis.,"""Argiloso, boa drenagem""",Deserunt dolore quos porro voluptate explicabo deserunt.,Dr. Apollo Moura,Doloremque consequuntur voluptate animi magnam sequi blanditiis.
4602,2024-11-10,"""-31.2111, -43.0731""",água,22.1,78,6.3,Crítico,Esgoto,Nesciunt odio ipsam libero optio.,Eos vitae.,"""Arenoso, pouco fértil""",Dolores porro minima quae aliquid deleniti.,Oliver Oliveira,Veniam rem voluptate mollitia pariatur magni.
4603,2025-08-02,"""2.8158, -42.5612""",solo,19.5,64,,Moderado,Esgoto,Facilis ducimus pariatur beatae.,Dignissimos quis quia quas provident.,"""Rochoso, baixa permeabilidade""",Commodi repellat praesentium eius sapiente placeat exercitationem.,Lara Abreu,Atque pariatur ex dicta quaerat esse dolorum in est.
4604,2025-05-03,"""-24.365, -72.7286""",solo,26.9,90,,Alto,Metais pesados,Nulla itaque doloremque.,Facilis repellat iste quam.,"""Arenoso, pouco fértil""",Et laudantium autem pariatur id placeat maiores.,Srta. Brenda Cardoso,Fugiat blanditiis minus earum enim.
4605,2024-12-31,"""-8.5023, -48.4056""",ar,34.6,48,,Moderado,Metais pesados,Aperiam pariatur debitis natus ipsam.,Veniam perferendis.,"""Arenoso, pouco fértil""",Ea voluptate aliquid laudantium eligendi.,Léo da Rocha,Eos incidunt nostrum tempore neque possimus.
4606,2025-07-06,"""-23.5975, -56.2255""",ar,23.5,56,,Alto,Esgoto,Sit dignissimos nobis amet.,Officiis suscipit nam necessitatibus.,"""Orgânico, rico em nutrientes""",Illo minima optio aut vitae.,Ana Julia Abreu,Numquam corporis deleniti quam molestiae dolor quod optio veniam.
4607,2025-06-15,"""-10.8716, -66.2736""",solo,17.0,90,,Baixo,,Placeat illum assumenda id veniam doloribus.,Nihil nemo deserunt.,"""Orgânico, rico em nutrientes""",Odio voluptas quos itaque quibusdam.,Dr. Mateus Fogaça,Porro dolorum expedita quod quisquam.
4608,2025-06-19,"""-24.0509, -44.8024""",ar,34.1,72,,Alto,Pesticidas,Consequatur voluptas perferendis hic repudiandae.,Beatae repellat exercitationem.,"""Rochoso, baixa permeabilidade""",Alias quos deleniti deserunt.,Srta. Emilly Fonseca,Debitis qui omnis iusto vero nihil porro laborum cupiditate.
4609,2025-07-05,"""-29.0367, -56.3966""",solo,27.7,77,,Crítico,Esgoto,Aspernatur quas repudiandae iste quisquam molestias.,Quas officiis saepe.,"""Argiloso, boa drenagem""",Laudantium atque dolorem nobis ipsa.,Ana Cecília das Neves,Qui cupiditate beatae ab.
4610,2025-07-07,"""-23.9031, -60.8112""",ar,34.2,81,,Crítico,Esgoto,Consequuntur odio minima molestias cupiditate.,Dolore delectus.,"""Arenoso, pouco fértil""",Tenetur corrupti molestias laboriosam.,Laura Cavalcante,Blanditiis facere amet rerum mollitia.
4611,2024-11-27,"""-23.7888, -36.999""",água,17.2,56,7.9,Moderado,Metais pesados,Ipsum tempore dolor.,Voluptates temporibus numquam.,"""Argiloso, boa drenagem""",Error cumque rerum dignissimos officiis autem molestias ipsa.,Yan da Conceição,Est hic aperiam dolore accusantium ipsa est nisi.
4612,2025-10-09,"""-20.7566, -49.3719""",solo,30.9,67,,Alto,Esgoto,Quidem quibusdam aliquam.,Veritatis inventore maiores dicta atque.,"""Argiloso, boa drenagem""",Dolor consequatur sapiente officiis.,José Miguel Vargas,Ducimus impedit alias quibusdam dicta totam doloribus.
4613,2025-04-14,"""-32.7004, -42.7912""",água,24.5,62,8.2,Baixo,,Ipsum ipsum optio error quos.,Dolorem veritatis minima id officiis.,"""Arenoso, pouco fértil""",Enim ipsa cumque voluptatem.,Luísa Macedo,Natus quasi assumenda dolor earum dolorum alias.
4614,2025-09-29,"""-18.6103, -57.2389""",ar,17.8,63,,Baixo,,Perspiciatis animi enim eius.,Sequi consectetur quis repudiandae.,"""Orgânico, rico em nutrientes""",Laborum ipsum fugiat ratione.,Júlia Fonseca,Accusamus dolor sed ea eum labore dignissimos.
4615,2025-02-05,"""-14.9782, -38.061""",água,27.6,74,7.9,Moderado,Esgoto,Dolorum deserunt dicta expedita.,Sint est fuga occaecati beatae.,"""Orgânico, rico em nutrientes""",Facere voluptatibus pariatur aliquam sequi nihil.,Melina Pinto,Quod possimus laborum dicta.
4616,2025-01-30,"""-23.6582, -69.2299""",ar,33.8,64,,Crítico,Plástico,Expedita dolor quidem.,Ut dolores voluptas veniam rem.,"""Argiloso, boa drenagem""",Tenetur nam rem nisi amet totam.,Marcela Camargo,Exercitationem et quasi odio distinctio minima expedita dignissimos laboriosam.
4617,2025-03-09,"""-22.6196, -51.8067""",ar,16.2,89,,Moderado,Plástico,Laudantium aperiam laudantium dolor aspernatur.,Reprehenderit voluptas placeat.,"""Arenoso, pouco fértil""",Aperiam quasi harum quasi architecto.,Maria Luísa Mendonça,Quibusdam perspiciatis quod dignissimos dolores sunt sed.
4618,2025-02-02,"""-20.6809, -41.4111""",solo,22.5,65,,Alto,Plástico,Commodi voluptatum distinctio nesciunt delectus omnis.,Unde exercitationem dolorum.,"""Orgânico, rico em nutrientes""",Aliquam cumque mollitia eius voluptas.,Liz Peixoto,Impedit repudiandae distinctio odit illum.
4619,2024-12-07,"""-14.1387, -58.4741""",água,32.9,45,6.8,Baixo,,Distinctio saepe ullam minus ullam.,Nulla molestias repudiandae laudantium id.,"""Orgânico, rico em nutrientes""",Esse earum soluta placeat eligendi nulla.,Joana Fernandes,Voluptates quasi ullam dicta porro fugit ducimus magnam eos.
4620,2025-07-23,"""-7.3592, -49.9972""",água,34.3,89,7.1,Crítico,Esgoto,Aperiam pariatur excepturi voluptates quae saepe expedita.,Voluptatum porro.,"""Argiloso, boa drenagem""",Tempora velit sit error eos vel.,Rhavi Viana,Maxime iusto nam ab exercitationem repellendus recusandae nobis.
4621,2025-10-10,"""-27.528, -38.7033""",solo,20.6,90,,Alto,Metais pesados,Odio provident itaque minima perspiciatis adipisci.,Voluptatem dolor asperiores.,"""Arenoso, pouco fértil""",Omnis neque at.,Luara Borges,Voluptate dolor repudiandae iusto ea dolore.
4622,2025-09-06,"""-25.7869, -42.0502""",ar,28.7,82,,Crítico,Metais pesados,Provident praesentium minima enim.,Ex deserunt eligendi.,"""Orgânico, rico em nutrientes""",Iste ut ipsum quisquam qui accusantium quis.,Nicole Caldeira,Illo iste quasi vitae.
4623,2025-08-07,"""-14.3384, -44.1647""",água,27.6,74,8.2,Moderado,Esgoto,Quo natus optio pariatur.,Deleniti cum non et.,"""Rochoso, baixa permeabilidade""",Adipisci culpa amet alias voluptatum animi dicta.,Alexia Duarte,Est temporibus fuga rerum nulla ut inventore.
4624,2025-08-13,"""-31.1344, -43.9344""",água,29.8,85,6.9,Baixo,,Ex eos recusandae eligendi nam.,Nobis rem cupiditate dolores id.,"""Arenoso, pouco fértil""",Porro eius quaerat ullam qui illo.,Sarah Borges,Dolorum sapiente quidem molestiae.
4625,2025-04-22,"""-3.8074, -55.5266""",água,17.3,43,6.7,Crítico,Esgoto,Omnis error impedit.,Doloremque ipsa a ratione maxime.,"""Orgânico, rico em nutrientes""",Culpa aspernatur distinctio facilis.,Anthony Gabriel da Paz,Aliquid consectetur quis veritatis quas quas nostrum veritatis.
4626,2025-08-30,"""-20.2826, -53.7236""",água,30.3,54,6.4,Baixo,,Voluptate tempora corrupti ut.,Consequuntur saepe ullam suscipit.,"""Arenoso, pouco fértil""",Ab excepturi rem libero ad.,Caleb Azevedo,Asperiores voluptatum eveniet quo perspiciatis consectetur.
4627,2025-06-28,"""-27.2876, -61.1614""",ar,33.0,42,,Crítico,Esgoto,Maxime ipsa facere minus earum fugit.,Aliquam illum atque.,"""Argiloso, boa drenagem""",Esse illo ut qui.,Ana Laura Azevedo,Adipisci nisi ducimus quae optio veritatis mollitia nesciunt nam.
4628,2025-02-14,"""-24.9224, -58.3692""",ar,32.9,65,,Crítico,Radioatividade,Aliquid corporis amet aperiam aut voluptatibus.,Quia esse facilis.,"""Arenoso, pouco fértil""",Dicta cum at modi nam.,Srta. Maria Helena Correia,Hic sit laborum necessitatibus laboriosam sunt cumque magnam.
4629,2025-05-15,"""2.6377, -56.6296""",ar,28.2,50,,Baixo,,Sed iste eligendi ipsam laudantium.,Nobis explicabo omnis dolor.,"""Argiloso, boa drenagem""",Laborum ullam et laborum consectetur molestiae.,Maria Alice Macedo,Impedit earum delectus deserunt mollitia voluptatum debitis.
4630,2025-02-17,"""-11.6942, -59.3423""",solo,20.7,54,,Alto,Plástico,Iusto nihil eius nostrum eum nostrum.,Soluta amet quasi sint.,"""Orgânico, rico em nutrientes""",Nam consequatur aut harum nemo laudantium porro.,Nicolas Pimenta,Vero praesentium natus quam possimus ab corrupti.
4631,2025-05-27,"""-3.146, -39.1892""",ar,17.2,46,,Moderado,Esgoto,Modi cumque deleniti beatae.,Maxime labore sapiente.,"""Orgânico, rico em nutrientes""",Aut odit veniam minus atque doloribus.,Emanuella Vasconcelos,Explicabo assumenda reiciendis molestiae consequuntur dolorum commodi.
4632,2024-12-16,"""3.0579, -64.6679""",ar,29.6,60,,Moderado,Plástico,Quo explicabo omnis soluta earum iste.,Iure quasi minima.,"""Arenoso, pouco fértil""",Labore provident asperiores exercitationem est.,Vinicius da Conceição,Vel esse harum numquam pariatur quisquam sunt.
4633,2025-03-28,"""0.574, -43.2958""",água,20.5,69,6.6,Crítico,Pesticidas,Unde quis dolores fuga.,Maiores nobis quod eligendi.,"""Arenoso, pouco fértil""",Nesciunt corrupti quod harum.,Dr. Heitor Moreira,Veniam sapiente quasi maxime tenetur dolorum.
4634,2024-11-05,"""-6.1378, -41.2761""",ar,21.5,87,,Crítico,Metais pesados,Sit harum nesciunt.,Architecto laudantium.,"""Arenoso, pouco fértil""",Facilis aperiam repellendus.,Eduarda Correia,Consequuntur neque sequi consequatur quia.
4635,2025-02-01,"""-8.2267, -64.8654""",solo,34.8,65,,Baixo,,Ipsam alias aperiam cumque magni labore.,Quo optio.,"""Arenoso, pouco fértil""",Dolor iure sunt blanditiis eaque molestias consectetur.,Maria Eduarda Borges,Hic assumenda similique dolores labore tempora ducimus alias assumenda.
4636,2025-01-27,"""-28.135, -54.0402""",solo,18.5,50,,Alto,Esgoto,Velit nobis porro optio eos.,Error quibusdam veniam.,"""Argiloso, boa drenagem""",Vero ipsum officia possimus unde et odio et.,Emanuelly Casa Grande,Ratione illo dolorem natus unde in.
4637,2025-07-23,"""-29.7843, -58.0804""",água,17.7,46,7.6,Baixo,,Recusandae distinctio recusandae.,Unde voluptates accusamus quam.,"""Argiloso, boa drenagem""",Officiis consectetur nihil dolore.,Thomas Moraes,Debitis sapiente quasi ratione totam dolor.
4638,2025-04-21,"""-11.5162, -68.5893""",água,16.5,48,8.3,Baixo,,Nisi maiores facere incidunt quaerat occaecati.,Eligendi incidunt sit.,"""Argiloso, boa drenagem""",Blanditiis modi corrupti exercitationem.,Ryan Moreira,Tenetur sapiente maiores doloribus delectus corrupti.
4639,2025-03-28,"""1.5449, -41.9971""",ar,23.2,49,,Moderado,Esgoto,Id exercitationem architecto mollitia nemo sit totam.,Debitis eos totam.,"""Argiloso, boa drenagem""",Beatae assumenda reiciendis.,Augusto da Rocha,Recusandae qui voluptatibus accusantium nulla cumque.
4640,2025-03-31,"""-27.9844, -37.1789""",solo,17.4,53,,Alto,Pesticidas,Expedita beatae necessitatibus cupiditate quisquam molestias.,Incidunt atque.,"""Arenoso, pouco fértil""",Vel ut nobis eligendi magnam.,Agatha Camargo,Molestias vitae nam labore.
4641,2025-03-27,"""-19.4443, -48.932""",ar,24.2,79,,Crítico,Radioatividade,Molestias cum assumenda iure officiis quibusdam.,Quis quos.,"""Argiloso, boa drenagem""",Ducimus quasi quas laudantium voluptatem ex.,Cauã da Rosa,Maxime nulla illum rem enim dolorum.
4642,2025-08-13,"""-24.4189, -39.6395""",solo,30.4,78,,Crítico,Esgoto,Nisi quidem corrupti magni.,Perspiciatis illum.,"""Argiloso, boa drenagem""",Mollitia optio hic id suscipit suscipit neque.,Isis Porto,Quibusdam at quos illo velit soluta.
4643,2024-12-07,"""-19.4668, -36.8081""",ar,23.7,70,,Crítico,Metais pesados,Suscipit illo ullam cupiditate reiciendis unde.,Facere magnam.,"""Orgânico, rico em nutrientes""",Iusto dolor et incidunt perspiciatis dolor sit.,Maria Eduarda Azevedo,Rerum porro aliquid fugiat debitis fuga maiores.
4644,2024-11-20,"""-27.5523, -43.5585""",água,27.8,71,8.2,Baixo,,Eos natus minima id aut veniam.,Fuga repellendus magnam nemo.,"""Orgânico, rico em nutrientes""",Numquam ipsa autem.,Bernardo Rezende,Blanditiis mollitia temporibus alias possimus.
4645,2025-05-31,"""-32.1442, -48.106""",solo,33.0,59,,Alto,Pesticidas,Repudiandae ea quis eveniet soluta optio.,Id cum perspiciatis ullam.,"""Rochoso, baixa permeabilidade""",Nemo deserunt sequi dolorem quam quis.,Maria Sophia Ribeiro,Doloribus ex neque hic quam.
4646,2025-03-28,"""-2.8983, -61.1284""",água,25.4,60,7.6,Baixo,,Sit maxime quo.,Non modi sunt.,"""Orgânico, rico em nutrientes""",Error beatae fuga et quam harum.,Sr. Gustavo Moura,Beatae eveniet quae optio voluptates.
4647,2025-01-15,"""-17.9157, -34.2188""",solo,23.4,56,,Moderado,Pesticidas,Praesentium eum repudiandae dolore.,Nemo sapiente architecto.,"""Arenoso, pouco fértil""",Labore quos sunt ducimus.,Valentim Duarte,Sed dolorem non eaque quas.
4648,2025-02-25,"""-3.605, -43.2462""",ar,17.6,42,,Baixo,,Iure voluptatibus ut recusandae atque.,Maxime sint occaecati facilis.,"""Argiloso, boa drenagem""",Voluptatem labore totam magni.,Bella Mendonça,Architecto minus totam nobis amet debitis sit ducimus reprehenderit.
4649,2025-04-11,"""-10.6008, -65.3501""",água,24.3,88,7.8,Baixo,,Totam possimus voluptas officia ut aliquid.,Sed harum excepturi.,"""Argiloso, boa drenagem""",Quae ipsum ipsum.,Sra. Melina Pereira,Ipsa adipisci necessitatibus ut libero hic.
4650,2025-07-17,"""0.9672, -54.3018""",ar,31.2,47,,Baixo,,Ex voluptate autem reiciendis.,Tempore est voluptatibus at.,"""Argiloso, boa drenagem""",Modi quis necessitatibus unde.,Clarice Teixeira,Doloribus excepturi id minima sed sint pariatur similique.
4651,2024-10-15,"""3.5745, -61.1776""",água,30.1,49,7.7,Baixo,,Facilis dolore nesciunt.,Enim placeat.,"""Arenoso, pouco fértil""",Quam aliquam iste exercitationem sit et.,Liam da Rocha,Alias at tempore repellat quae.
4652,2025-01-11,"""-21.9869, -46.3365""",ar,16.7,83,,Alto,Esgoto,Repellendus aspernatur corporis.,Doloremque soluta libero.,"""Argiloso, boa drenagem""",Nobis repellat occaecati amet qui.,Felipe da Mata,Consequatur eum delectus exercitationem qui tenetur.
4653,2024-10-21,"""4.8363, -34.7605""",ar,21.6,54,,Alto,Esgoto,Maiores fuga et recusandae.,Voluptas beatae libero recusandae.,"""Orgânico, rico em nutrientes""",Officia vel veniam totam.,Vitor Hugo Carvalho,Ut consequuntur porro tempora excepturi quis.
4654,2024-12-09,"""-12.9553, -37.102""",ar,18.6,89,,Moderado,Pesticidas,Esse quam officiis libero porro.,Temporibus quibusdam.,"""Arenoso, pouco fértil""",Tenetur minus voluptatum.,Helena Fogaça,Ut est numquam vel odit nostrum non.
4655,2025-08-08,"""-26.61, -45.5486""",solo,17.4,90,,Crítico,Pesticidas,Corrupti quibusdam quidem sequi rem optio.,Ab alias dignissimos harum.,"""Argiloso, boa drenagem""",Hic fuga praesentium voluptate ullam.,Yago Ribeiro,Pariatur ad velit reprehenderit sapiente quibusdam esse tenetur.
4656,2025-07-12,"""-4.5487, -46.1858""",solo,22.4,65,,Baixo,,Nisi unde illo similique voluptas tempore.,Minus explicabo alias officiis.,"""Orgânico, rico em nutrientes""",Illo atque aut sint minus exercitationem.,Dante Santos,Hic placeat aliquam hic illum commodi rerum.
4657,2025-04-24,"""-12.0994, -34.0756""",solo,26.3,52,,Moderado,Esgoto,Temporibus amet alias cupiditate.,Autem deleniti quas consequatur.,"""Argiloso, boa drenagem""",Enim neque ullam in placeat.,Zoe Novaes,Fuga libero inventore deserunt voluptas.
4658,2025-08-11,"""0.3624, -60.2196""",solo,15.5,84,,Alto,Metais pesados,Reiciendis suscipit nesciunt deserunt sit numquam.,Laboriosam cumque voluptatem officia.,"""Argiloso, boa drenagem""",Nostrum cupiditate atque illum ea ab velit nemo.,Alice Fernandes,Non quas accusamus alias suscipit.
4659,2025-05-07,"""-27.4815, -62.6809""",solo,28.6,44,,Crítico,Pesticidas,Dicta fuga officia.,Dolores quis unde.,"""Rochoso, baixa permeabilidade""",Cum sapiente doloremque et.,Sr. Joaquim Sá,Ducimus tenetur autem nostrum sapiente.
4660,2025-05-12,"""-3.1893, -35.9966""",água,22.4,48,8.0,Crítico,Plástico,Quibusdam laudantium quos molestias facere.,Officia harum.,"""Orgânico, rico em nutrientes""",Nostrum voluptate ea veniam nesciunt omnis.,Pietro Azevedo,Sequi a debitis est ipsum quam quas delectus.
4661,2025-07-29,"""-32.431, -68.0178""",ar,33.4,75,,Alto,Pesticidas,Accusantium officia laudantium harum molestias.,Amet quisquam natus exercitationem.,"""Orgânico, rico em nutrientes""",Neque error voluptatibus quas nesciunt illum.,João Novais,Architecto deleniti corrupti aperiam exercitationem repellendus corporis in.
4662,2024-10-20,"""0.0084, -54.8038""",ar,26.1,80,,Alto,Esgoto,Corrupti nesciunt aspernatur ad eius.,Hic vitae excepturi repellendus nihil.,"""Rochoso, baixa permeabilidade""",Libero sequi voluptates nobis.,Maria Alice Novaes,Hic nesciunt ut ducimus repudiandae.
4663,2025-03-12,"""-13.3954, -63.0653""",ar,24.7,85,,Moderado,Plástico,Blanditiis quae adipisci.,Magni deserunt odit fugit recusandae.,"""Orgânico, rico em nutrientes""",Eligendi recusandae repellendus distinctio.,Dr. Pedro Rocha,Temporibus voluptatem veritatis harum blanditiis.
4664,2024-12-15,"""-23.295, -66.2612""",solo,21.1,42,,Moderado,Pesticidas,Ipsum nihil exercitationem sint ab fugiat.,Id occaecati a.,"""Rochoso, baixa permeabilidade""",Facilis consectetur porro non labore cupiditate earum.,Sr. Marcelo da Paz,Commodi ipsa suscipit provident harum ab corporis quo.
4665,2025-04-09,"""-15.2366, -61.6964""",solo,25.0,81,,Crítico,Plástico,Dolor cum nisi veniam suscipit.,Culpa at voluptatibus.,"""Arenoso, pouco fértil""",Quam cumque suscipit et nam ipsa quas maxime.,Gabriela Nogueira,Illum totam nobis nobis voluptate nesciunt sequi odit.
4666,2025-03-14,"""-23.8937, -47.0809""",ar,33.8,77,,Alto,Químicos industriais,Ipsum facere doloremque labore.,Soluta molestias velit in.,"""Orgânico, rico em nutrientes""",Qui ea aliquam corporis libero fugiat.,Dra. Ana Clara Andrade,Quod labore nesciunt reiciendis iure eius minima.
4667,2025-07-02,"""-4.637, -67.8989""",solo,25.4,50,,Crítico,Plástico,Dolore culpa eaque ut.,Accusantium atque veniam ab.,"""Orgânico, rico em nutrientes""",Dolorum molestias sit eveniet animi itaque.,Yasmin Cirino,Hic provident natus sunt soluta adipisci.
4668,2025-06-17,"""-18.6338, -55.2311""",solo,27.5,59,,Moderado,Pesticidas,Incidunt laborum perspiciatis incidunt.,Sint voluptatum consectetur vel.,"""Orgânico, rico em nutrientes""",Odio accusamus iste consectetur eius delectus.,Sr. Leandro Porto,Repellat dolorum rerum delectus eveniet praesentium alias quasi.
4669,2025-08-02,"""2.0277, -45.8198""",solo,24.7,90,,Alto,Pesticidas,Vero quisquam architecto neque accusamus officia.,Eius quam aliquid accusantium.,"""Arenoso, pouco fértil""",Perspiciatis aliquam excepturi vitae.,Brayan da Rocha,Dignissimos at iusto delectus corrupti reiciendis tempora.
4670,2024-11-22,"""-30.2883, -52.8194""",água,33.7,69,7.0,Alto,Metais pesados,Officia harum deleniti.,Ab nisi porro.,"""Arenoso, pouco fértil""",Minus ducimus voluptatibus nobis aperiam.,Sabrina Vasconcelos,Officia laborum illo qui ratione.
4671,2025-07-10,"""-22.8807, -35.8155""",solo,26.5,54,,Baixo,,Hic voluptatum suscipit quo similique.,Aut ratione ipsum.,"""Arenoso, pouco fértil""",Maxime deserunt necessitatibus assumenda vero veniam voluptatem commodi.,Rodrigo Leão,Odit libero delectus eos blanditiis.
4672,2025-08-22,"""3.7122, -49.8456""",solo,29.3,62,,Baixo,,Quasi distinctio expedita.,Itaque sit enim fugit.,"""Arenoso, pouco fértil""",Odit facilis ea accusamus earum.,Sra. Ana Laura Santos,Facere incidunt quisquam eum.
4673,2025-01-13,"""-23.4387, -37.2161""",ar,27.0,83,,Baixo,,Ut eligendi facilis quod quod.,Veritatis veritatis soluta voluptates.,"""Orgânico, rico em nutrientes""",Fuga molestias rerum sed rerum veniam similique.,Gael Henrique da Rosa,Amet sapiente sit facilis molestiae.
